,oversampling_ratio,repeat0,repeat1,repeat2,repeat3,repeat4,repeat5,repeat6,repeat7,repeat8,repeat9,repeat10,repeat11,repeat12,repeat13,repeat14,repeat15,repeat16,repeat17,repeat18,repeat19,repeat20,repeat21,repeat22,repeat23,repeat24,repeat25,repeat26,repeat27,repeat28,repeat29,repeat30,repeat31,repeat32,repeat33,repeat34,repeat35,repeat36,repeat37,repeat38,repeat39,repeat40,repeat41,repeat42,repeat43,repeat44,repeat45,repeat46,repeat47,repeat48,repeat49
21,3.0625,0.7738678455352783,0.7684217095375061,0.7561631798744202,0.7687588334083557,0.7618445158004761,0.767252504825592,0.7656075954437256,0.7785589694976807,0.7574732303619385,0.7675895690917969,0.7659097909927368,0.7595929503440857,0.7611793875694275,0.7646862268447876,0.761345624923706,0.7659049034118652,0.7682918906211853,0.7599894404411316,0.7613643407821655,0.7660930156707764,0.7656814455986023,0.7647888660430908,0.7609952092170715,0.7703204154968262,0.7645346522331238,0.7693400979042053,0.7693510055541992,0.7689968347549438,0.7687811851501465,0.7619582414627075,0.7620209455490112,0.7671916484832764,0.7634798288345337,0.7622944712638855,0.7641891837120056,0.7702847719192505,0.764363169670105,0.7631459832191467,0.7645946741104126,0.7666813135147095,0.7580354809761047,0.7610319256782532,0.7593613862991333,0.7695724368095398,0.7614083886146545,0.7742497324943542,0.7685312032699585,0.7702845931053162,0.7642361521720886,0.76263028383255
22,3.1728516,0.7799134850502014,0.7728819251060486,0.7793653011322021,0.7761942148208618,0.7728279829025269,0.7695943713188171,0.7762821912765503,0.7838565111160278,0.7802566289901733,0.7747567892074585,0.7794622778892517,0.7819527983665466,0.7739363312721252,0.7784972786903381,0.7800378799438477,0.7701046466827393,0.7676663994789124,0.779363214969635,0.7763751745223999,0.7731348276138306,0.7833458781242371,0.769604504108429,0.7894612550735474,0.7751137614250183,0.7746350169181824,0.7722463607788086,0.7771578431129456,0.767213761806488,0.7806011438369751,0.7831611037254333,0.7713505029678345,0.7767018675804138,0.7798548340797424,0.7691075801849365,0.7780657410621643,0.7736701369285583,0.7786362171173096,0.7743452787399292,0.7696815729141235,0.7774019837379456,0.7756872177124023,0.7759854197502136,0.7802425622940063,0.7746694684028625,0.7714865207672119,0.7773659229278564,0.7775096297264099,0.77150958776474,0.7712377905845642,0.7716166377067566
23,3.2851562,0.7944715619087219,0.7836548686027527,0.7882035970687866,0.7870216369628906,0.7911064028739929,0.774044394493103,0.782780110836029,0.7981700897216797,0.7887311577796936,0.7863726615905762,0.7796923518180847,0.7859320044517517,0.7797119617462158,0.785641074180603,0.7847253084182739,0.7906106114387512,0.7863182425498962,0.7781776785850525,0.7815433144569397,0.7862545251846313,0.7865305542945862,0.791480541229248,0.7926868200302124,0.7879705429077148,0.7895457148551941,0.7874317169189453,0.7897540330886841,0.7855250239372253,0.7886318564414978,0.7849690318107605,0.7894089818000793,0.7875959277153015,0.7896931171417236,0.7914869785308838,0.78067547082901,0.7817063927650452,0.7849744558334351,0.7914949655532837,0.784348726272583,0.7825285792350769,0.7843747735023499,0.7800771594047546,0.7934058308601379,0.7851307988166809,0.7842912673950195,0.7882004976272583,0.787579357624054,0.7791920304298401,0.7904756665229797,0.7842574715614319
24,3.399414,0.7971007823944092,0.7853098511695862,0.7971423864364624,0.7946217060089111,0.7943592667579651,0.8040619492530823,0.7991122007369995,0.8037696480751038,0.7984668612480164,0.7967904210090637,0.7954401969909668,0.7990229725837708,0.7984007596969604,0.7954240441322327,0.7971420884132385,0.8003235459327698,0.8051734566688538,0.808412492275238,0.7953314185142517,0.7946348190307617,0.7963360548019409,0.8042203783988953,0.7958086729049683,0.7946455478668213,0.7917748689651489,0.7957773804664612,0.8033425807952881,0.8025580048561096,0.7967667579650879,0.7986801862716675,0.8033957481384277,0.800196647644043,0.7925305366516113,0.8016567230224609,0.7927471399307251,0.7931560277938843,0.7929462194442749,0.8013098835945129,0.7931618094444275,0.802223801612854,0.7923769354820251,0.7989450693130493,0.7914654612541199,0.7954791188240051,0.7967088222503662,0.7965733408927917,0.7934578657150269,0.7989595532417297,0.7971168756484985,0.7979453802108765
25,3.515625,0.8008919954299927,0.8027300238609314,0.8048185110092163,0.8064340949058533,0.8047223091125488,0.805007815361023,0.8007993698120117,0.8025988936424255,0.8013879060745239,0.8000872731208801,0.809458315372467,0.8043016791343689,0.8012481331825256,0.8070175647735596,0.8071363568305969,0.8035835027694702,0.810882031917572,0.8105471134185791,0.8053467273712158,0.797235906124115,0.8050481677055359,0.8098207116127014,0.8053122162818909,0.8103079795837402,0.8074025511741638,0.8013646006584167,0.8093366622924805,0.8074709177017212,0.806355893611908,0.8037925958633423,0.8091694712638855,0.8063727021217346,0.8045395016670227,0.8037097454071045,0.8093041777610779,0.8004146814346313,0.8059072494506836,0.8049206137657166,0.8097732067108154,0.8008314371109009,0.809285581111908,0.8048804402351379,0.8060994744300842,0.7970073819160461,0.8051987886428833,0.810638964176178,0.8045079708099365,0.8088235855102539,0.8031993508338928,0.8082621693611145
26,3.633789,0.8245878219604492,0.8107288479804993,0.8203684687614441,0.8153983950614929,0.8116750121116638,0.8118479251861572,0.8104649186134338,0.8135813474655151,0.8149738907814026,0.8148314356803894,0.8153491020202637,0.8132275938987732,0.812663197517395,0.8144709467887878,0.8139649033546448,0.8173965215682983,0.8100574612617493,0.8166476488113403,0.8097701072692871,0.8130747079849243,0.8089980483055115,0.8099138140678406,0.8212649822235107,0.8146408796310425,0.8142744898796082,0.8073911666870117,0.8130412697792053,0.8172418475151062,0.8227072358131409,0.816619336605072,0.8099576234817505,0.8135867714881897,0.8170204162597656,0.81503826379776,0.8170631527900696,0.817499041557312,0.8148886561393738,0.8150675892829895,0.8182113170623779,0.8158124089241028,0.8193569183349609,0.8175150752067566,0.8130438923835754,0.8260980248451233,0.8121452927589417,0.8097139000892639,0.8112980723381042,0.8107419013977051,0.817042350769043,0.8194401264190674
27,3.7539062,0.8227326273918152,0.8197885155677795,0.816301703453064,0.8144699335098267,0.815445065498352,0.821301281452179,0.822973906993866,0.8242118954658508,0.8130732774734497,0.8245934844017029,0.8239119052886963,0.8176552653312683,0.8232288360595703,0.8286348581314087,0.8232036828994751,0.8217764496803284,0.8213011026382446,0.8249931335449219,0.8295542001724243,0.8192249536514282,0.8283839225769043,0.8209213018417358,0.823523998260498,0.8238941431045532,0.8245055675506592,0.8232426643371582,0.8245640993118286,0.8245294094085693,0.8230584263801575,0.8247454166412354,0.820854663848877,0.8179057240486145,0.8247683644294739,0.814758837223053,0.8201526999473572,0.8195217847824097,0.821671187877655,0.825469434261322,0.8211281299591064,0.8280455470085144,0.8235411643981934,0.8201419711112976,0.82199627161026,0.8244667053222656,0.8211464881896973,0.8235307335853577,0.8168621063232422,0.8158950209617615,0.8231950998306274,0.8254677653312683
28,3.8759766,0.8341213464736938,0.8311053514480591,0.8322635293006897,0.8290708065032959,0.8275918364524841,0.8290743231773376,0.8331819176673889,0.8281793594360352,0.8270772695541382,0.8289859294891357,0.8342244625091553,0.8280156254768372,0.8308317065238953,0.8354271650314331,0.8386461734771729,0.8299082517623901,0.8245683908462524,0.8291909694671631,0.8346628546714783,0.831241250038147,0.8307677507400513,0.8330032825469971,0.8305526375770569,0.8246872425079346,0.8317642211914062,0.8309520483016968,0.8281484842300415,0.8240943551063538,0.8317981958389282,0.8240084052085876,0.8297064304351807,0.8299997448921204,0.8261116147041321,0.828157365322113,0.8232341408729553,0.8277764916419983,0.8303810954093933,0.8292992115020752,0.8267054557800293,0.8332367539405823,0.8297898769378662,0.8276960849761963,0.8266609907150269,0.8344091773033142,0.8290221691131592,0.8233799338340759,0.8304994106292725,0.8283826112747192,0.8287431597709656,0.827739417552948
29,4.0,0.8396210074424744,0.8418362140655518,0.8375514149665833,0.8346468210220337,0.8365588784217834,0.8356858491897583,0.8310170769691467,0.8362674117088318,0.837480366230011,0.8393008708953857,0.8381322622299194,0.8380221128463745,0.8372423052787781,0.840610146522522,0.8411637544631958,0.8386439085006714,0.8408304452896118,0.8444282412528992,0.8346701860427856,0.8381216526031494,0.840695321559906,0.8371609449386597,0.8404777646064758,0.83439040184021,0.8372793197631836,0.8392913937568665,0.838896632194519,0.8381996750831604,0.8393248319625854,0.8333187103271484,0.838598906993866,0.8372265696525574,0.8412448167800903,0.8355515599250793,0.8381506204605103,0.8400435447692871,0.8378030061721802,0.8347150683403015,0.8415353894233704,0.8380000591278076,0.8430958986282349,0.8384963870048523,0.8321605324745178,0.8363561034202576,0.8380666375160217,0.833591103553772,0.8328438401222229,0.8393552303314209,0.8369232416152954,0.840055525302887
30,4.1259766,0.8410767316818237,0.84415203332901,0.8452494144439697,0.842880129814148,0.8429677486419678,0.8446736931800842,0.8388887643814087,0.8438817262649536,0.836127519607544,0.8434250950813293,0.8463050723075867,0.8435535430908203,0.8406022787094116,0.8445473909378052,0.8400445580482483,0.8481293320655823,0.8466178178787231,0.8459036350250244,0.8427183628082275,0.8477783203125,0.8495612144470215,0.8392436504364014,0.8419877886772156,0.8461679816246033,0.8412930965423584,0.8430901765823364,0.8414379954338074,0.8431698083877563,0.8462009429931641,0.8483477234840393,0.8378243446350098,0.8439685702323914,0.8463066220283508,0.8484035730361938,0.8416942358016968,0.8475212454795837,0.8435123562812805,0.8456356525421143,0.8473963141441345,0.8434638977050781,0.837088406085968,0.8342486023902893,0.8446402549743652,0.838581383228302,0.8472863435745239,0.8397420644760132,0.844336986541748,0.8459384441375732,0.8445051908493042,0.8358991146087646
