,oversampling_ratio,repeat0,repeat1,repeat2,repeat3,repeat4,repeat5,repeat6,repeat7,repeat8,repeat9,repeat10,repeat11,repeat12,repeat13,repeat14,repeat15,repeat16,repeat17,repeat18,repeat19
0,2.9541016,0.7495738863945007,0.7460237741470337,0.7477709054946899,0.7557634711265564,0.749352216720581,0.7450164556503296,0.7484481930732727,0.7493429780006409,0.7531933784484863,0.7505760192871094,0.7358572483062744,0.7367114424705505,0.7548391819000244,0.7462668418884277,0.7516616582870483,0.7515829801559448,0.7494716644287109,0.7525672316551208,0.7484478950500488,0.7468138337135315
1,3.0625,0.7611189484596252,0.7741265892982483,0.7735042572021484,0.7569038271903992,0.7615302801132202,0.7569022178649902,0.7676346302032471,0.7700964212417603,0.7590552568435669,0.7540420293807983,0.7657427191734314,0.761699914932251,0.7677411437034607,0.7817898392677307,0.7767630815505981,0.7640078663825989,0.758716881275177,0.7691059112548828,0.7650377750396729,0.7659282088279724
2,3.1728516,0.7885372042655945,0.7745307683944702,0.7849469184875488,0.7711896896362305,0.7840964198112488,0.7833524942398071,0.7912890911102295,0.7851564884185791,0.7817400097846985,0.780168354511261,0.7979284524917603,0.7831315994262695,0.7861746549606323,0.7748647332191467,0.7877979278564453,0.773726224899292,0.7733955979347229,0.7822514772415161,0.7870128750801086,0.787163496017456
3,3.2851562,0.7957279682159424,0.7943699359893799,0.7965001463890076,0.7798139452934265,0.7858919501304626,0.7967485785484314,0.7944861054420471,0.7970905303955078,0.7893534302711487,0.7815515398979187,0.7967829704284668,0.7894132137298584,0.8070616126060486,0.7975587844848633,0.7975265979766846,0.7940168976783752,0.7961648106575012,0.7982954978942871,0.7929724454879761,0.7879436016082764
4,3.399414,0.8119288682937622,0.8078866600990295,0.8122335076332092,0.8010173439979553,0.8075186014175415,0.8059560060501099,0.8067863583564758,0.8090713024139404,0.8113516569137573,0.8108257055282593,0.8146257996559143,0.8087984323501587,0.8135506510734558,0.8095075488090515,0.8141337037086487,0.8173742294311523,0.8116711974143982,0.8137909173965454,0.81329345703125,0.8095661401748657
