,loss
376,-0.3604324162006378
377,-0.4022506773471832
378,-0.30815640091896057
379,-0.3840634822845459
380,-0.36955809593200684
381,-0.37623289227485657
382,-0.37467652559280396
383,-0.36851224303245544
384,-0.3698049783706665
385,-0.40709882974624634
386,-0.40331563353538513
387,-0.35154542326927185
388,-0.3573640286922455
389,-0.38096070289611816
390,-0.38789990544319153
391,-0.3182753026485443
392,-0.40824905037879944
393,-0.39923095703125
394,-0.3661231994628906
395,-0.39684605598449707
396,-0.37356504797935486
397,-0.35586825013160706
398,-0.40059828758239746
399,-0.4022741913795471
400,-0.37854260206222534
401,-0.36290520429611206
402,-0.3785383403301239
403,-0.39977410435676575
404,-0.39155104756355286
405,-0.38354310393333435
406,-0.39671626687049866
407,-0.37852582335472107
408,-0.38071832060813904
409,-0.4275532364845276
410,-0.41551294922828674
411,-0.3929167091846466
412,-0.35830190777778625
413,-0.39954885840415955
414,-0.39175036549568176
415,-0.31833308935165405
416,-0.3854336440563202
417,-0.372271329164505
418,-0.38943374156951904
419,-0.3870695233345032
420,-0.37160900235176086
421,-0.39355918765068054
422,-0.41183018684387207
423,-0.37872761487960815
424,-0.3987026810646057
425,-0.3986833095550537
426,-0.38295260071754456
427,-0.37782493233680725
428,-0.3668231666088104
429,-0.37858501076698303
430,-0.3633780777454376
431,-0.39692869782447815
432,-0.41314664483070374
433,-0.4028707444667816
434,-0.3779016435146332
435,-0.40228500962257385
436,-0.38753455877304077
437,-0.3768952786922455
438,-0.3992246091365814
439,-0.40286412835121155
440,-0.3566606938838959
441,-0.3595655560493469
442,-0.3635729253292084
443,-0.38039013743400574
444,-0.3872615098953247
445,-0.4137190282344818
446,-0.4076266884803772
447,-0.4049758017063141
448,-0.37041351199150085
449,-0.3615177571773529
450,-0.3387771546840668
451,-0.3772977590560913
452,-0.39317137002944946
453,-0.3650250732898712
454,-0.3563116490840912
455,-0.40839311480522156
456,-0.3938494324684143
457,-0.37422141432762146
458,-0.41120511293411255
459,-0.33466896414756775
460,-0.3475663661956787
461,-0.3691227436065674
462,-0.3755335509777069
463,-0.37236645817756653
464,-0.4087715148925781
465,-0.38353127241134644
466,-0.38974621891975403
467,-0.36159273982048035
468,-0.37563833594322205
469,-0.42108121514320374
470,-0.37594079971313477
471,-0.3959362208843231
472,-0.3901328146457672
473,-0.38318318128585815
474,-0.41403427720069885
475,-0.40703073143959045
476,-0.36764153838157654
477,-0.3933897316455841
478,-0.3853430151939392
479,-0.3530573546886444
480,-0.3903038203716278
481,-0.3351013958454132
482,-0.3829330801963806
483,-0.3815772831439972
484,-0.4071369171142578
485,-0.41458040475845337
486,-0.3718850612640381
487,-0.4001767337322235
488,-0.3844435513019562
489,-0.39034268260002136
490,-0.3635995388031006
491,-0.36478304862976074
492,-0.39873456954956055
493,-0.39011818170547485
494,-0.37788769602775574
495,-0.3792748749256134
496,-0.35009366273880005
497,-0.4115974009037018
498,-0.34954604506492615
499,-0.39497053623199463
500,-0.4111402928829193
501,-0.3949779272079468
502,-0.3853984475135803
503,-0.37742236256599426
504,-0.37855422496795654
505,-0.3667716383934021
506,-0.4021359384059906
507,-0.3980676829814911
508,-0.3840770721435547
509,-0.403400719165802
510,-0.37876826524734497
511,-0.37403011322021484
512,-0.3927593231201172
513,-0.4029253125190735
514,-0.3998151123523712
515,-0.3572081923484802
516,-0.3593818247318268
517,-0.3973234295845032
518,-0.3643837571144104
519,-0.4076385498046875
520,-0.3273214101791382
521,-0.3666089177131653
522,-0.3497806191444397
523,-0.3877566158771515
524,-0.36238712072372437
525,-0.36745983362197876
526,-0.37888070940971375
527,-0.404079407453537
528,-0.38271045684814453
529,-0.4030468463897705
530,-0.3769777715206146
531,-0.3764457106590271
532,-0.4042116701602936
533,-0.4022435247898102
534,-0.365044504404068
535,-0.3968700170516968
536,-0.3903977870941162
537,-0.37774017453193665
538,-0.3972264230251312
539,-0.36022326350212097
540,-0.36617550253868103
541,-0.37613317370414734
542,-0.38891077041625977
543,-0.3883976936340332
544,-0.4107029139995575
545,-0.4079246520996094
546,-0.3973930776119232
547,-0.3964398503303528
548,-0.40860533714294434
549,-0.39486151933670044
550,-0.40642157196998596
551,-0.39058732986450195
552,-0.36893850564956665
553,-0.35862696170806885
554,-0.36310315132141113
555,-0.36145901679992676
556,-0.3949516713619232
557,-0.3632175922393799
558,-0.3491764962673187
559,-0.4056479036808014
560,-0.3625459671020508
561,-0.3557054400444031
562,-0.3921968936920166
563,-0.379373162984848
564,-0.3548148572444916
565,-0.3944832384586334
566,-0.37455999851226807
567,-0.4154911935329437
568,-0.38628649711608887
569,-0.39257514476776123
570,-0.3943333327770233
571,-0.3484523594379425
572,-0.38755738735198975
573,-0.3592739403247833
574,-0.3768264055252075
575,-0.40534543991088867
576,-0.38473817706108093
577,-0.3985203504562378
578,-0.4023820459842682
579,-0.3794577717781067
580,-0.38384366035461426
581,-0.37451300024986267
582,-0.3743418753147125
583,-0.38844430446624756
584,-0.3929002583026886
585,-0.31128475069999695
586,-0.4007084369659424
587,-0.39444035291671753
588,-0.40734535455703735
589,-0.4026047885417938
590,-0.3606119155883789
591,-0.3600625693798065
592,-0.34919971227645874
593,-0.3194814622402191
594,-0.3941051661968231
595,-0.3726581037044525
596,-0.3435535132884979
597,-0.3825349509716034
598,-0.36686810851097107
599,-0.3779470920562744
600,-0.3753587305545807
601,-0.40676942467689514
602,-0.36545270681381226
603,-0.380768746137619
604,-0.38108834624290466
605,-0.40159717202186584
606,-0.3998139798641205
607,-0.3999280631542206
608,-0.3720741271972656
609,-0.3753691613674164
610,-0.35773271322250366
611,-0.3976524770259857
612,-0.38556182384490967
613,-0.401168555021286
614,-0.37732115387916565
615,-0.41612306237220764
616,-0.39447030425071716
617,-0.40397214889526367
618,-0.3561854958534241
619,-0.35105836391448975
620,-0.38787445425987244
621,-0.33116888999938965
622,-0.34095776081085205
623,-0.3773875832557678
624,-0.3867221474647522
625,-0.41067907214164734
626,-0.3696570098400116
627,-0.35979530215263367
628,-0.3996836841106415
629,-0.39765116572380066
630,-0.39385682344436646
631,-0.3854261040687561
632,-0.39831334352493286
633,-0.3877815008163452
634,-0.41044512391090393
635,-0.3757471442222595
636,-0.3539430499076843
637,-0.38992613554000854
638,-0.3703359067440033
639,-0.3964221179485321
640,-0.3670613169670105
641,-0.385376513004303
642,-0.3346044719219208
643,-0.38505682349205017
644,-0.4209078848361969
645,-0.38643497228622437
646,-0.4043826162815094
647,-0.37396883964538574
648,-0.3577144742012024
649,-0.3891467750072479
650,-0.40247082710266113
651,-0.4025001525878906
652,-0.3741718828678131
653,-0.37858816981315613
654,-0.3947990834712982
655,-0.39607173204421997
656,-0.3384685218334198
657,-0.3599391281604767
658,-0.3964008390903473
659,-0.4045395851135254
660,-0.397026002407074
661,-0.3599869906902313
662,-0.4019280970096588
663,-0.40794387459754944
664,-0.3839138448238373
665,-0.345929354429245
666,-0.3870047926902771
667,-0.4009832441806793
668,-0.4009335935115814
669,-0.40156060457229614
670,-0.41354185342788696
671,-0.38255953788757324
672,-0.3883705735206604
673,-0.38406234979629517
674,-0.3827247619628906
675,-0.36130404472351074
676,-0.3962821662425995
677,-0.37342703342437744
678,-0.41183266043663025
679,-0.35528284311294556
680,-0.3978666663169861
681,-0.40870848298072815
682,-0.37564608454704285
683,-0.36894455552101135
684,-0.3824574649333954
685,-0.3928077816963196
686,-0.3864857852458954
687,-0.36037179827690125
688,-0.4022655487060547
689,-0.35170039534568787
690,-0.41056177020072937
691,-0.40428587794303894
692,-0.40190863609313965
693,-0.4083845615386963
694,-0.37625834345817566
695,-0.3752819001674652
696,-0.39888817071914673
697,-0.3849978446960449
698,-0.378877192735672
699,-0.4106455445289612
700,-0.39348360896110535
701,-0.3831711411476135
702,-0.3922394812107086
703,-0.3949319124221802
704,-0.3660316467285156
705,-0.3839785158634186
706,-0.4042361378669739
707,-0.3955215513706207
708,-0.3803308606147766
709,-0.38970038294792175
710,-0.4060124456882477
711,-0.37284383177757263
712,-0.3985835909843445
713,-0.39900270104408264
714,-0.40004849433898926
715,-0.33674776554107666
716,-0.37987062335014343
717,-0.38182440400123596
718,-0.4049679934978485
719,-0.4161780774593353
720,-0.3874991536140442
721,-0.3780320882797241
722,-0.40234777331352234
723,-0.39190784096717834
724,-0.419299453496933
725,-0.4129579961299896
726,-0.3609631657600403
727,-0.3863685131072998
728,-0.36649712920188904
729,-0.397361159324646
730,-0.3971150517463684
731,-0.3342277705669403
732,-0.39230984449386597
733,-0.3739567697048187
734,-0.35224124789237976
735,-0.3865860402584076
736,-0.40665194392204285
737,-0.4316323399543762
738,-0.38710129261016846
739,-0.3890812397003174
740,-0.40232405066490173
741,-0.3827296197414398
742,-0.40161940455436707
743,-0.3704932630062103
744,-0.38022759556770325
745,-0.4072748124599457
746,-0.38334792852401733
747,-0.3773661255836487
748,-0.4049404561519623
749,-0.38763678073883057
750,-0.38635164499282837
751,-0.3887960910797119
752,-0.3781048357486725
753,-0.3871229588985443
754,-0.3783942461013794
755,-0.4091419279575348
756,-0.3924212157726288
757,-0.3793419599533081
758,-0.3927842080593109
759,-0.40831801295280457
760,-0.395416796207428
761,-0.3755800724029541
762,-0.3955940902233124
763,-0.40315642952919006
764,-0.3833277225494385
765,-0.3810630142688751
766,-0.3879986107349396
767,-0.38091686367988586
768,-0.36410027742385864
769,-0.41416141390800476
770,-0.403341144323349
771,-0.3983493745326996
772,-0.37272462248802185
773,-0.3595798909664154
774,-0.35343584418296814
775,-0.3983255922794342
776,-0.36776596307754517
777,-0.374115526676178
778,-0.3939538598060608
779,-0.3886590301990509
780,-0.3632016181945801
781,-0.39317360520362854
782,-0.3983060121536255
783,-0.3807673454284668
784,-0.40345415472984314
785,-0.39554762840270996
786,-0.3898254930973053
787,-0.4040614664554596
788,-0.3666696846485138
789,-0.40301018953323364
790,-0.3849842846393585
791,-0.38034573197364807
792,-0.37214013934135437
793,-0.34564849734306335
794,-0.41068726778030396
795,-0.3877200782299042
796,-0.36313411593437195
797,-0.39085569977760315
798,-0.40219393372535706
799,-0.3802557587623596
800,-0.3987816870212555
801,-0.3593662679195404
802,-0.3903138041496277
803,-0.3775535523891449
804,-0.37056973576545715
805,-0.3945314288139343
806,-0.39631232619285583
807,-0.39162537455558777
808,-0.38762542605400085
809,-0.3456765413284302
810,-0.39541134238243103
811,-0.3879396319389343
812,-0.38115236163139343
813,-0.3899863064289093
814,-0.3874257206916809
815,-0.401501327753067
816,-0.3980748951435089
817,-0.3753475844860077
818,-0.3617939352989197
819,-0.40093913674354553
820,-0.40292420983314514
821,-0.38654738664627075
822,-0.39212846755981445
823,-0.3724687993526459
824,-0.39075684547424316
825,-0.4005984365940094
826,-0.41265687346458435
827,-0.35087892413139343
828,-0.3626210391521454
829,-0.4060254991054535
830,-0.37548983097076416
831,-0.3538571894168854
832,-0.4146612286567688
833,-0.37778592109680176
834,-0.3954039514064789
835,-0.35887521505355835
836,-0.3590365946292877
837,-0.38561078906059265
838,-0.37636467814445496
839,-0.37881848216056824
840,-0.38274621963500977
841,-0.4038686752319336
842,-0.38337475061416626
843,-0.4023796617984772
844,-0.3921297490596771
845,-0.38260531425476074
846,-0.41398748755455017
847,-0.390041321516037
848,-0.398729532957077
849,-0.4126758575439453
850,-0.3918299973011017
851,-0.391463041305542
852,-0.38024458289146423
853,-0.4197162091732025
854,-0.4054773449897766
855,-0.4060848355293274
856,-0.38262709975242615
857,-0.4121386706829071
858,-0.38706424832344055
859,-0.3930833041667938
860,-0.39222344756126404
861,-0.39827218651771545
862,-0.38870975375175476
863,-0.3933704197406769
864,-0.36858808994293213
865,-0.35740411281585693
866,-0.3866477906703949
867,-0.3640187680721283
868,-0.37387046217918396
869,-0.3782270550727844
870,-0.344942182302475
871,-0.4066217839717865
872,-0.3864397704601288
873,-0.3540979027748108
874,-0.4172286093235016
875,-0.39898553490638733
876,-0.36425626277923584
877,-0.37826400995254517
878,-0.3898126780986786
879,-0.38629454374313354
880,-0.38613757491111755
881,-0.39543667435646057
882,-0.39836323261260986
883,-0.4151770770549774
884,-0.3990154564380646
885,-0.37860697507858276
886,-0.41010186076164246
887,-0.40680190920829773
888,-0.40697360038757324
889,-0.40521666407585144
890,-0.38471025228500366
891,-0.3550778329372406
892,-0.40372195839881897
893,-0.34925851225852966
894,-0.3536650538444519
895,-0.40081986784935
896,-0.39160582423210144
897,-0.39092254638671875
898,-0.39817458391189575
899,-0.3679055869579315
900,-0.40105268359184265
901,-0.35114914178848267
902,-0.40159985423088074
903,-0.38827478885650635
904,-0.39509037137031555
905,-0.41855955123901367
906,-0.4158569276332855
907,-0.38967037200927734
908,-0.41121187806129456
909,-0.39652419090270996
910,-0.3699805438518524
911,-0.39425691962242126
912,-0.4064671993255615
913,-0.40084701776504517
914,-0.35935914516448975
915,-0.3804841637611389
916,-0.3967386782169342
917,-0.37888428568840027
918,-0.3955756723880768
919,-0.39119958877563477
920,-0.3884032666683197
921,-0.3766942620277405
922,-0.3991522192955017
923,-0.4112218916416168
924,-0.3759434223175049
925,-0.32105040550231934
926,-0.39173445105552673
927,-0.3891136646270752
928,-0.37444984912872314
929,-0.4244239926338196
930,-0.3557289242744446
931,-0.39913105964660645
932,-0.3899184763431549
933,-0.38944047689437866
934,-0.37673720717430115
935,-0.39868462085723877
936,-0.410543829202652
937,-0.3997565507888794
938,-0.390198290348053
939,-0.41616949439048767
940,-0.4104801118373871
941,-0.3758079707622528
942,-0.40186262130737305
943,-0.360921174287796
944,-0.3970220386981964
945,-0.4005548655986786
946,-0.37829235196113586
947,-0.37794357538223267
948,-0.3838813006877899
949,-0.39042791724205017
950,-0.3983623683452606
951,-0.4000623822212219
952,-0.3487726151943207
953,-0.39847180247306824
954,-0.40260711312294006
955,-0.38322925567626953
956,-0.3464162051677704
957,-0.36760351061820984
958,-0.3957502543926239
959,-0.39530497789382935
960,-0.38721564412117004
961,-0.40177154541015625
962,-0.36831361055374146
963,-0.3937370479106903
964,-0.3927122950553894
965,-0.34700343012809753
966,-0.3315974473953247
967,-0.3910057246685028
968,-0.4100707173347473
969,-0.40407702326774597
970,-0.3642306625843048
971,-0.34297192096710205
972,-0.40112289786338806
973,-0.3811068534851074
974,-0.40028640627861023
975,-0.3900303244590759
976,-0.41118738055229187
977,-0.3882124125957489
978,-0.37241488695144653
979,-0.41304969787597656
980,-0.35934048891067505
981,-0.37181007862091064
982,-0.3953612148761749
983,-0.36838993430137634
984,-0.39181211590766907
985,-0.3607359826564789
986,-0.3902275264263153
987,-0.3605264723300934
988,-0.36812254786491394
989,-0.3847115635871887
990,-0.3564550280570984
991,-0.37891653180122375
992,-0.4016973078250885
993,-0.40481337904930115
994,-0.3419785797595978
995,-0.38041993975639343
996,-0.4142102897167206
997,-0.4040261209011078
998,-0.36449775099754333
999,-0.38052651286125183
1000,-0.37014448642730713
1001,-0.3796710669994354
1002,-0.3799603283405304
1003,-0.40816980600357056
1004,-0.4034622609615326
1005,-0.36753931641578674
1006,-0.3754233717918396
1007,-0.37772634625434875
1008,-0.33625295758247375
1009,-0.3845837712287903
1010,-0.38635924458503723
1011,-0.3528093099594116
1012,-0.386018842458725
1013,-0.41848039627075195
1014,-0.36489471793174744
1015,-0.41668233275413513
1016,-0.3800431191921234
1017,-0.3936430513858795
1018,-0.3848716616630554
1019,-0.4039166569709778
1020,-0.39073625206947327
1021,-0.39743003249168396
1022,-0.3871607482433319
1023,-0.3835189938545227
1024,-0.4170096814632416
1025,-0.36382225155830383
1026,-0.3798905909061432
1027,-0.37210461497306824
1028,-0.3855319917201996
1029,-0.3915192782878876
1030,-0.39690062403678894
1031,-0.3941907584667206
1032,-0.32987886667251587
1033,-0.3940682113170624
1034,-0.39503368735313416
1035,-0.3730846047401428
1036,-0.36722230911254883
1037,-0.39712342619895935
1038,-0.40902599692344666
1039,-0.36639204621315
1040,-0.4102210998535156
1041,-0.37535110116004944
1042,-0.407503604888916
1043,-0.3947709798812866
1044,-0.3634665608406067
1045,-0.3780656158924103
1046,-0.39145198464393616
1047,-0.36509180068969727
1048,-0.38514843583106995
1049,-0.3946456015110016
1050,-0.4120495021343231
1051,-0.39667806029319763
1052,-0.4031388759613037
1053,-0.40504810214042664
1054,-0.3867298364639282
1055,-0.36608895659446716
1056,-0.3993978500366211
1057,-0.3615010380744934
1058,-0.37646207213401794
1059,-0.39193210005760193
1060,-0.39451080560684204
1061,-0.3919021785259247
1062,-0.3899685740470886
1063,-0.3968196511268616
1064,-0.3931388556957245
1065,-0.4122846722602844
1066,-0.42684754729270935
1067,-0.40077582001686096
1068,-0.40179696679115295
1069,-0.395864337682724
1070,-0.3594783544540405
1071,-0.3985961377620697
1072,-0.3812994062900543
1073,-0.3856812119483948
1074,-0.39439627528190613
1075,-0.34903326630592346
1076,-0.375417023897171
1077,-0.3741917610168457
1078,-0.4077501893043518
1079,-0.36412835121154785
1080,-0.39754632115364075
1081,-0.39375829696655273
1082,-0.4031153619289398
1083,-0.36724793910980225
1084,-0.39024317264556885
1085,-0.357161283493042
1086,-0.409205824136734
1087,-0.37228867411613464
1088,-0.41044506430625916
1089,-0.39918553829193115
1090,-0.38695228099823
1091,-0.39812079071998596
1092,-0.3905295431613922
1093,-0.38431787490844727
1094,-0.3894152343273163
1095,-0.3831480145454407
1096,-0.38381150364875793
1097,-0.38879045844078064
1098,-0.3922450542449951
1099,-0.3625047206878662
1100,-0.3552591800689697
1101,-0.3811205327510834
1102,-0.38464272022247314
1103,-0.3940378725528717
1104,-0.4114850163459778
1105,-0.35340556502342224
1106,-0.3921094536781311
1107,-0.39890965819358826
1108,-0.3875065743923187
1109,-0.38713788986206055
1110,-0.40120983123779297
1111,-0.3674757182598114
1112,-0.38326939940452576
1113,-0.39355120062828064
1114,-0.4120599329471588
1115,-0.4049389362335205
1116,-0.3766666352748871
1117,-0.4024219512939453
1118,-0.3624476492404938
1119,-0.415528267621994
1120,-0.3821992576122284
1121,-0.38570669293403625
1122,-0.37485823035240173
1123,-0.37484341859817505
1124,-0.4088605046272278
1125,-0.37583306431770325
1126,-0.3887880742549896
1127,-0.39998480677604675
1128,-0.3857443034648895
1129,-0.3922024667263031
1130,-0.38840898871421814
1131,-0.39152026176452637
1132,-0.4055287539958954
1133,-0.3950061500072479
1134,-0.3809960186481476
1135,-0.35193297266960144
1136,-0.4090662896633148
1137,-0.40145593881607056
1138,-0.3865416944026947
1139,-0.39101842045783997
1140,-0.38121622800827026
1141,-0.40335607528686523
1142,-0.3689049184322357
1143,-0.3867347836494446
1144,-0.40570327639579773
1145,-0.4166733920574188
1146,-0.3794217109680176
1147,-0.360514372587204
1148,-0.3788157105445862
1149,-0.4069863259792328
1150,-0.3636920154094696
1151,-0.39916229248046875
1152,-0.3762425184249878
1153,-0.3788875937461853
1154,-0.3824661672115326
1155,-0.3704322874546051
