,loss
1156,-0.40418121218681335
1157,-0.40880775451660156
1158,-0.38490161299705505
1159,-0.38529646396636963
1160,-0.4097850024700165
1161,-0.37446895241737366
1162,-0.3653089106082916
1163,-0.41430407762527466
1164,-0.32138344645500183
1165,-0.3700415790081024
1166,-0.3974408805370331
1167,-0.40676090121269226
1168,-0.38326412439346313
1169,-0.34814319014549255
1170,-0.40575695037841797
1171,-0.38324007391929626
1172,-0.37838250398635864
1173,-0.38131633400917053
1174,-0.37568312883377075
1175,-0.3959557116031647
1176,-0.38392114639282227
1177,-0.3973724842071533
1178,-0.41945725679397583
1179,-0.3991066813468933
1180,-0.3645659387111664
1181,-0.3608955144882202
1182,-0.3976304829120636
1183,-0.3715457618236542
1184,-0.39304599165916443
1185,-0.3962252736091614
1186,-0.3759794533252716
1187,-0.38704410195350647
1188,-0.41071817278862
1189,-0.3821680247783661
1190,-0.3665494918823242
1191,-0.39152026176452637
1192,-0.41243720054626465
1193,-0.3771476447582245
1194,-0.3946625590324402
1195,-0.3668540120124817
1196,-0.38076984882354736
1197,-0.4101882576942444
1198,-0.36832165718078613
1199,-0.38669338822364807
1200,-0.39262375235557556
1201,-0.4065426290035248
1202,-0.3800583481788635
1203,-0.39070990681648254
1204,-0.397988885641098
1205,-0.37730348110198975
1206,-0.38147053122520447
1207,-0.40831372141838074
1208,-0.39071211218833923
1209,-0.3394750654697418
1210,-0.39024385809898376
1211,-0.4054872691631317
1212,-0.41326960921287537
1213,-0.3956509828567505
1214,-0.35778188705444336
1215,-0.40240946412086487
1216,-0.37954047322273254
1217,-0.37517914175987244
1218,-0.391276091337204
1219,-0.38042277097702026
1220,-0.35115766525268555
1221,-0.3745793104171753
1222,-0.3797845244407654
1223,-0.4056561589241028
1224,-0.4168446660041809
1225,-0.41177043318748474
1226,-0.3828408420085907
1227,-0.38738131523132324
1228,-0.4187917709350586
1229,-0.40339651703834534
1230,-0.3711976706981659
1231,-0.383859246969223
1232,-0.40367570519447327
1233,-0.35851749777793884
1234,-0.393490731716156
1235,-0.38816767930984497
1236,-0.3968181312084198
1237,-0.379293829202652
1238,-0.37413671612739563
1239,-0.38302096724510193
1240,-0.40244460105895996
1241,-0.36055460572242737
1242,-0.3855040967464447
1243,-0.3511795699596405
1244,-0.3526650369167328
1245,-0.39029720425605774
1246,-0.3942142128944397
1247,-0.35233524441719055
1248,-0.39256685972213745
1249,-0.3794138431549072
1250,-0.41721248626708984
1251,-0.37649044394493103
1252,-0.37475261092185974
1253,-0.3868371248245239
1254,-0.40197134017944336
1255,-0.38739901781082153
1256,-0.42123231291770935
1257,-0.4050156772136688
1258,-0.3807732164859772
1259,-0.4196344316005707
1260,-0.3746913969516754
1261,-0.3943813443183899
1262,-0.36480316519737244
1263,-0.41656801104545593
1264,-0.3725891709327698
1265,-0.37829211354255676
1266,-0.4019957482814789
1267,-0.4052770733833313
1268,-0.39892882108688354
1269,-0.38375964760780334
1270,-0.39126765727996826
1271,-0.4052312970161438
1272,-0.3992266356945038
1273,-0.35017117857933044
1274,-0.4190022051334381
1275,-0.3982894718647003
1276,-0.36217692494392395
1277,-0.4060734212398529
1278,-0.40441766381263733
1279,-0.3840273916721344
1280,-0.3816308081150055
1281,-0.407158762216568
1282,-0.40294939279556274
1283,-0.39213311672210693
1284,-0.39007440209388733
1285,-0.3502505421638489
1286,-0.3472883999347687
1287,-0.3650258481502533
1288,-0.36183327436447144
1289,-0.409856379032135
1290,-0.39728400111198425
1291,-0.39598140120506287
1292,-0.37029072642326355
1293,-0.4161216914653778
1294,-0.3912680745124817
1295,-0.3938240706920624
1296,-0.3440086543560028
1297,-0.35348883271217346
1298,-0.3969882130622864
1299,-0.38312873244285583
1300,-0.4031801223754883
1301,-0.38475218415260315
1302,-0.3773573935031891
1303,-0.4101499617099762
1304,-0.30572709441185
1305,-0.37009426951408386
1306,-0.41628384590148926
1307,-0.3917846977710724
1308,-0.4011063277721405
1309,-0.38000091910362244
1310,-0.41761499643325806
1311,-0.4045321047306061
1312,-0.37372228503227234
1313,-0.3643728494644165
1314,-0.39790913462638855
1315,-0.3825940489768982
1316,-0.41362738609313965
1317,-0.361152321100235
1318,-0.4094810485839844
1319,-0.38801950216293335
1320,-0.39928388595581055
1321,-0.34139397740364075
1322,-0.3734413981437683
1323,-0.36710023880004883
1324,-0.3544169068336487
1325,-0.40117356181144714
1326,-0.36024948954582214
1327,-0.35330674052238464
1328,-0.4054716229438782
1329,-0.34157511591911316
1330,-0.3820427358150482
1331,-0.378473162651062
1332,-0.41530027985572815
1333,-0.384508341550827
1334,-0.3728197515010834
1335,-0.37521782517433167
1336,-0.3857218325138092
1337,-0.3827913701534271
1338,-0.37409019470214844
1339,-0.39465126395225525
1340,-0.34863317012786865
1341,-0.3666142523288727
1342,-0.39693188667297363
1343,-0.37706077098846436
1344,-0.3875425457954407
1345,-0.38607117533683777
1346,-0.40323686599731445
1347,-0.39341041445732117
1348,-0.411804735660553
1349,-0.4084559977054596
1350,-0.35862287878990173
1351,-0.3230222463607788
1352,-0.4110479950904846
1353,-0.3925422728061676
1354,-0.375489205121994
1355,-0.39696958661079407
1356,-0.3949223458766937
1357,-0.3835543096065521
1358,-0.38723230361938477
1359,-0.385782927274704
1360,-0.36354491114616394
1361,-0.37086912989616394
1362,-0.3762303590774536
1363,-0.33619555830955505
1364,-0.3673555552959442
1365,-0.40684738755226135
1366,-0.38684287667274475
1367,-0.3762073218822479
1368,-0.3940030634403229
1369,-0.38972461223602295
1370,-0.4012072682380676
1371,-0.39541205763816833
1372,-0.41572481393814087
1373,-0.4019898474216461
1374,-0.3855939209461212
1375,-0.3721735179424286
1376,-0.4051118493080139
1377,-0.37375304102897644
1378,-0.3413688540458679
1379,-0.4151143729686737
1380,-0.35395050048828125
1381,-0.39586901664733887
1382,-0.40538549423217773
1383,-0.3830603361129761
1384,-0.3947553336620331
1385,-0.4060119092464447
1386,-0.4016399383544922
1387,-0.4010477662086487
1388,-0.3491663932800293
1389,-0.3767329752445221
1390,-0.38487038016319275
1391,-0.4022637903690338
1392,-0.4034062922000885
1393,-0.38059478998184204
1394,-0.39253953099250793
1395,-0.40075546503067017
1396,-0.35853898525238037
1397,-0.3817484974861145
1398,-0.38710564374923706
1399,-0.3962860703468323
1400,-0.3769070506095886
1401,-0.3836815059185028
1402,-0.3968643844127655
1403,-0.3773431181907654
1404,-0.405221551656723
1405,-0.3870643079280853
1406,-0.4087623655796051
1407,-0.4063764214515686
1408,-0.38963767886161804
1409,-0.3989458382129669
1410,-0.37685781717300415
1411,-0.3599276840686798
1412,-0.36954498291015625
1413,-0.40179023146629333
1414,-0.4014650881290436
1415,-0.3754444718360901
1416,-0.3835619390010834
1417,-0.3956654965877533
1418,-0.4129977822303772
1419,-0.3888239562511444
1420,-0.39816492795944214
1421,-0.3646928071975708
1422,-0.3892514705657959
1423,-0.3550068736076355
1424,-0.372449666261673
1425,-0.40384846925735474
1426,-0.3780158460140228
1427,-0.3828798830509186
1428,-0.3610539138317108
1429,-0.32020244002342224
1430,-0.41226235032081604
1431,-0.3866717517375946
1432,-0.3718598783016205
1433,-0.4012565612792969
1434,-0.4028887450695038
1435,-0.3817850649356842
1436,-0.40259966254234314
1437,-0.3838884234428406
1438,-0.4106861650943756
1439,-0.4087132513523102
1440,-0.36977458000183105
1441,-0.3748360574245453
1442,-0.397411584854126
1443,-0.40241241455078125
1444,-0.36275914311408997
1445,-0.4052703380584717
1446,-0.37892112135887146
1447,-0.3822777271270752
1448,-0.3962317109107971
1449,-0.37346816062927246
1450,-0.3732716739177704
1451,-0.37293240427970886
1452,-0.37788501381874084
1453,-0.37860459089279175
1454,-0.40780073404312134
1455,-0.3792995810508728
1456,-0.40497803688049316
1457,-0.40052589774131775
1458,-0.3817715346813202
1459,-0.39392372965812683
1460,-0.40467867255210876
1461,-0.35812705755233765
1462,-0.37415462732315063
1463,-0.40603572130203247
1464,-0.40681830048561096
1465,-0.38063356280326843
1466,-0.412844181060791
1467,-0.4075605571269989
1468,-0.3814540207386017
1469,-0.35495561361312866
1470,-0.3868238925933838
1471,-0.3929504454135895
1472,-0.40064579248428345
1473,-0.39674198627471924
1474,-0.3736991882324219
1475,-0.39218875765800476
1476,-0.38363173604011536
1477,-0.3981582820415497
1478,-0.40169230103492737
1479,-0.4026961922645569
1480,-0.40335336327552795
1481,-0.3971061408519745
1482,-0.40384870767593384
1483,-0.3494682312011719
1484,-0.40759333968162537
1485,-0.38046321272850037
1486,-0.3811070919036865
1487,-0.3857475221157074
1488,-0.3576119840145111
1489,-0.4028418958187103
1490,-0.3902059495449066
1491,-0.39062777161598206
1492,-0.39849653840065
1493,-0.3761673867702484
1494,-0.3772388696670532
1495,-0.38220760226249695
1496,-0.397697776556015
1497,-0.39102065563201904
1498,-0.33677560091018677
