,oversampling_ratio,repeat0,repeat1,repeat2,repeat3,repeat4,repeat5,repeat6,repeat7,repeat8,repeat9,repeat10,repeat11,repeat12,repeat13,repeat14,repeat15,repeat16,repeat17,repeat18,repeat19,repeat20,repeat21,repeat22,repeat23,repeat24,repeat25,repeat26,repeat27,repeat28,repeat29,repeat30,repeat31,repeat32,repeat33,repeat34,repeat35,repeat36,repeat37,repeat38,repeat39,repeat40,repeat41,repeat42,repeat43,repeat44,repeat45,repeat46,repeat47,repeat48,repeat49
0,1.1962891,0.4377779960632324,0.40400755405426025,0.43567660450935364,0.437282919883728,0.4243157207965851,0.4550819993019104,0.4319812059402466,0.4481185972690582,0.43404918909072876,0.43055209517478943,0.45364147424697876,0.4614247977733612,0.4054960608482361,0.4281091094017029,0.43653061985969543,0.4323495924472809,0.4208175539970398,0.4357653260231018,0.43104317784309387,0.4511795938014984,0.437792032957077,0.4070018231868744,0.4320555031299591,0.44476693868637085,0.4336773157119751,0.4018048644065857,0.4161168932914734,0.4246409237384796,0.4254119098186493,0.4424547553062439,0.42914485931396484,0.4354608654975891,0.4334551990032196,0.43139171600341797,0.44806045293807983,0.4522383213043213,0.4020980894565582,0.44004103541374207,0.4179930090904236,0.4553932547569275,0.4039858281612396,0.45036476850509644,0.4496861398220062,0.4308992624282837,0.4598303735256195,0.4387742578983307,0.4307663142681122,0.410132497549057,0.45587295293807983,0.38984447717666626
1,1.265625,0.4600208103656769,0.44210779666900635,0.4702241122722626,0.4534783959388733,0.4507901966571808,0.4403685927391052,0.4525367319583893,0.4593391418457031,0.4394834637641907,0.47202759981155396,0.45968976616859436,0.4639075994491577,0.4520810842514038,0.4476270377635956,0.45361775159835815,0.4534999132156372,0.45192524790763855,0.44902440905570984,0.4674794375896454,0.464797705411911,0.4221891462802887,0.4492662847042084,0.4508359432220459,0.4382020831108093,0.46547335386276245,0.4485684931278229,0.4575628638267517,0.4592241048812866,0.44589221477508545,0.438323974609375,0.45259541273117065,0.4340723752975464,0.43008285760879517,0.4476909339427948,0.43484655022621155,0.4273388385772705,0.45232439041137695,0.4638495147228241,0.4467810094356537,0.45065581798553467,0.4312284588813782,0.4507692754268646,0.45666033029556274,0.44404831528663635,0.42885300517082214,0.4774337708950043,0.467550128698349,0.43877941370010376,0.44456931948661804,0.45983368158340454
2,1.3369141,0.4491160213947296,0.46641284227371216,0.4563123285770416,0.4632894992828369,0.4698241651058197,0.4751957356929779,0.4421566426753998,0.4686368703842163,0.4422754943370819,0.4831550419330597,0.4637812674045563,0.47016552090644836,0.4557807445526123,0.46373024582862854,0.4228927493095398,0.44568517804145813,0.46157267689704895,0.47903454303741455,0.4616381525993347,0.4695960283279419,0.4580049216747284,0.44685623049736023,0.4818650186061859,0.45599469542503357,0.4517176151275635,0.49039962887763977,0.450607031583786,0.485098272562027,0.4792327880859375,0.4673455059528351,0.4526425898075104,0.4612298011779785,0.46047908067703247,0.4619347155094147,0.4545912444591522,0.46497613191604614,0.4468785524368286,0.47275659441947937,0.4743676483631134,0.4759048521518707,0.4698547422885895,0.46515321731567383,0.4641813337802887,0.469088077545166,0.47341403365135193,0.4763885736465454,0.46559739112854004,0.4598778784275055,0.46491414308547974,0.47076502442359924
3,1.4101562,0.4618760049343109,0.489886075258255,0.48571881651878357,0.47882080078125,0.47602248191833496,0.49159321188926697,0.49869653582572937,0.4781772196292877,0.47952431440353394,0.47855204343795776,0.4919031262397766,0.4823128581047058,0.4816723167896271,0.5103923678398132,0.48631978034973145,0.4786687195301056,0.47211578488349915,0.49806228280067444,0.4747203588485718,0.5110170245170593,0.46615487337112427,0.48395639657974243,0.4884541928768158,0.5027550458908081,0.4541582763195038,0.48546114563941956,0.46765628457069397,0.4843519628047943,0.4840855300426483,0.4904460608959198,0.49134328961372375,0.48980000615119934,0.4936404526233673,0.4924113154411316,0.481864333152771,0.46727147698402405,0.4811710715293884,0.4814210832118988,0.49026575684547424,0.46634578704833984,0.4714982807636261,0.45122191309928894,0.5028131604194641,0.49698686599731445,0.4931192398071289,0.48300719261169434,0.4954887926578522,0.49974489212036133,0.4747217893600464,0.48851096630096436
4,1.4853516,0.5101003050804138,0.4967001974582672,0.49022045731544495,0.5085322260856628,0.48424234986305237,0.4915998578071594,0.4929525554180145,0.5137466192245483,0.5084691643714905,0.5116088390350342,0.49963685870170593,0.49199965596199036,0.5036641955375671,0.5029111504554749,0.4922732710838318,0.48555123805999756,0.5114979147911072,0.5077010989189148,0.5081866979598999,0.4845636188983917,0.4879685938358307,0.5289262533187866,0.5194064378738403,0.49252936244010925,0.4958057701587677,0.4957740008831024,0.4906056523323059,0.5096685290336609,0.47125279903411865,0.4782814383506775,0.5183532238006592,0.5057374238967896,0.5174564123153687,0.49371257424354553,0.49251818656921387,0.5261701345443726,0.5270769000053406,0.5012133121490479,0.5042403340339661,0.4987514913082123,0.5204154849052429,0.4749505817890167,0.5041728615760803,0.5052098035812378,0.5003139972686768,0.49331751465797424,0.49474668502807617,0.4979047477245331,0.516901969909668,0.5046926140785217
5,1.5625,0.5023828744888306,0.5239052772521973,0.5190759897232056,0.5050754547119141,0.5341731309890747,0.5040556192398071,0.5074328184127808,0.5116340517997742,0.5456197261810303,0.5135626196861267,0.5083881616592407,0.5122759342193604,0.5247502326965332,0.5215356945991516,0.5077536106109619,0.5009669065475464,0.5183500051498413,0.5047742128372192,0.5213632583618164,0.47586920857429504,0.501998782157898,0.5125994682312012,0.5203100442886353,0.511247456073761,0.5053633451461792,0.5194652080535889,0.5387988686561584,0.5178530812263489,0.5196550488471985,0.5248098373413086,0.5044997334480286,0.5165085196495056,0.5083991289138794,0.5182685256004333,0.5076363682746887,0.537764310836792,0.5214048624038696,0.5274142026901245,0.5268205404281616,0.5149475932121277,0.5030487775802612,0.4997684061527252,0.4872148633003235,0.5394179224967957,0.5119871497154236,0.5046707391738892,0.5186230540275574,0.5057660937309265,0.5239935517311096,0.5179778337478638
6,1.6416016,0.5247958302497864,0.5264497995376587,0.5435274839401245,0.5275056958198547,0.529885470867157,0.5448393225669861,0.507902979850769,0.5484923720359802,0.5312008261680603,0.539646327495575,0.5269553661346436,0.5423718690872192,0.5359623432159424,0.5519677996635437,0.525699257850647,0.5386468172073364,0.5407508611679077,0.5143738389015198,0.5274323225021362,0.5453542470932007,0.543781578540802,0.5281827449798584,0.5366321802139282,0.5364459753036499,0.5390419363975525,0.5499128103256226,0.5333628058433533,0.5138083696365356,0.5425234436988831,0.539897620677948,0.5368003249168396,0.5498228669166565,0.5439833402633667,0.5377793908119202,0.5069124698638916,0.529432475566864,0.5372251868247986,0.5249789953231812,0.5356185436248779,0.5129615664482117,0.540420651435852,0.5270190238952637,0.527123749256134,0.5518720746040344,0.5434888601303101,0.5325238704681396,0.5314409136772156,0.5335715413093567,0.5376498103141785,0.5561188459396362
7,1.7226562,0.5658980011940002,0.5511133074760437,0.5391705632209778,0.5313169956207275,0.5468993186950684,0.5627924203872681,0.549143373966217,0.5632851719856262,0.539402961730957,0.5410905480384827,0.5330796837806702,0.564621090888977,0.5478333234786987,0.5462301969528198,0.5459202527999878,0.53238844871521,0.5543449521064758,0.5425206422805786,0.5608266592025757,0.5549954175949097,0.5391241908073425,0.5319223999977112,0.5630021691322327,0.5450332164764404,0.5604833960533142,0.5645955801010132,0.5267214775085449,0.5532228350639343,0.5482088923454285,0.5435465574264526,0.561567485332489,0.5506991147994995,0.5413499474525452,0.5604003667831421,0.5343666076660156,0.5636317729949951,0.5565147399902344,0.5517211556434631,0.554004430770874,0.5461128354072571,0.5522801876068115,0.5509755611419678,0.5361389517784119,0.5480654835700989,0.5487030148506165,0.5730140209197998,0.5430563688278198,0.5624669790267944,0.5217724442481995,0.555748462677002
8,1.8056641,0.5673102736473083,0.5451053977012634,0.5706191062927246,0.5623061060905457,0.5750531554222107,0.5573315024375916,0.5801261067390442,0.5667842626571655,0.5801764726638794,0.5795497894287109,0.5434713363647461,0.5627776384353638,0.5663281679153442,0.5645405054092407,0.569391667842865,0.5715314745903015,0.5802813768386841,0.5592950582504272,0.5677560567855835,0.5604566931724548,0.569912314414978,0.5657476186752319,0.5668113827705383,0.5698308348655701,0.5589147806167603,0.5617282390594482,0.589139997959137,0.5533519387245178,0.579197883605957,0.5624489784240723,0.5851468443870544,0.5768468976020813,0.5625710487365723,0.5582625269889832,0.5658674836158752,0.5635991096496582,0.5444017052650452,0.5762012600898743,0.5706589221954346,0.5679550170898438,0.5663334131240845,0.5821173787117004,0.5504451990127563,0.5332421064376831,0.5652073621749878,0.5584359169006348,0.562021791934967,0.574521005153656,0.5691834688186646,0.5511293411254883
9,1.890625,0.589291512966156,0.5756931304931641,0.5739586353302002,0.571816086769104,0.5796377062797546,0.5911222100257874,0.5994831323623657,0.5853246450424194,0.5898425579071045,0.5760833024978638,0.5843541026115417,0.5835005640983582,0.5965535044670105,0.5937075614929199,0.5877609848976135,0.5985895991325378,0.5944728255271912,0.5705097317695618,0.5974661111831665,0.5787608623504639,0.5898920297622681,0.6021701097488403,0.580774188041687,0.5638296604156494,0.574253499507904,0.57861328125,0.5799481272697449,0.5973516702651978,0.5772957801818848,0.5659152269363403,0.5786569118499756,0.5824034214019775,0.5791417956352234,0.5661320686340332,0.5789737105369568,0.5875539183616638,0.5957522392272949,0.5973443388938904,0.5924574136734009,0.5826820731163025,0.5764439105987549,0.5780377388000488,0.562140941619873,0.587070882320404,0.5690397024154663,0.5910987257957458,0.5727788805961609,0.5701417326927185,0.5778308510780334,0.5891532301902771
10,1.9775391,0.5843585729598999,0.6039739847183228,0.6046945452690125,0.6106858849525452,0.5956673622131348,0.613776683807373,0.599452018737793,0.6082940697669983,0.599698007106781,0.6189718842506409,0.6143055558204651,0.5882525444030762,0.5906347632408142,0.5881986618041992,0.614231526851654,0.5891916155815125,0.5997478365898132,0.5926312804222107,0.6026947498321533,0.5969549417495728,0.5912132263183594,0.6180524230003357,0.6016530394554138,0.5942901968955994,0.6180723905563354,0.5835442543029785,0.604537844657898,0.6163310408592224,0.599189817905426,0.6124852299690247,0.6034464240074158,0.5962287783622742,0.5910963416099548,0.5939613580703735,0.5918435454368591,0.5957151651382446,0.6018115282058716,0.6087772846221924,0.5933598279953003,0.5799321532249451,0.5948612093925476,0.6139756441116333,0.6063421964645386,0.5889171957969666,0.6094182729721069,0.5937121510505676,0.5873548984527588,0.6075116395950317,0.6028854846954346,0.5943629145622253
